sweep 082, 221.6781005859375, -67.75971984863281, 1.56086266040802
sweep 083, 228.2431640625, -63.4173469543457, 1.5470532178878784
sweep 084, 232.2052764892578, -64.05731201171875, 1.5303205251693726
sweep 085, 231.06398010253906, -78.02020263671875, 1.5854880809783936
sweep 086, 230.76905822753906, -87.6900405883789, 1.6341798305511475
sweep 087, 229.72923278808594, -98.99278259277344, 1.663738489151001
sweep 088, 230.65475463867188, -106.92728424072266, 1.6762440204620361
sweep 089, 230.0049591064453, -117.2022933959961, 1.6648138761520386
sweep 090, 231.13719177246094, -125.81964874267578, 1.6587320566177368
sweep 091, 233.13916015625, -136.83572387695312, 1.618764877319336
sweep 092, 233.01429748535156, -149.39596557617188, 1.6098312139511108
sweep 093, 232.46102905273438, -157.02462768554688, 1.5827429294586182
sweep 094, 230.3788604736328, -162.402099609375, 1.5768886804580688
sweep 095, 230.46804809570312, -167.3029022216797, 1.5667345523834229
sweep 096, 220.81922912597656, -166.78494262695312, 1.6127294301986694
sweep 097, 213.3857879638672, -161.76400756835938, 1.6382942199707031
sweep 098, 206.73252868652344, -166.20199584960938, 1.641791820526123
sweep 099, 199.92550659179688, -160.35507202148438, 1.6599156856536865
sweep 100, 200.31005859375, -166.81240844726562, 1.6594221591949463
sweep 101, 199.6674346923828, -156.74391174316406, 1.6697545051574707
sweep 102, 200.22996520996094, -152.845703125, 1.673876404762268
sweep 103, 199.80113220214844, -150.41940307617188, 1.6748676300048828
sweep 104, 199.59266662597656, -148.63571166992188, 1.678088665008545
sweep 105, 199.67333984375, -143.15609741210938, 1.6720808744430542
sweep 106, 193.85008239746094, -160.078369140625, 1.6825754642486572
sweep 107, 188.2965087890625, -166.79934692382812, 1.6837843656539917
sweep 108, 180.25753784179688, -164.08485412597656, 1.6956005096435547
sweep 109, 165.73646545410156, -164.0157928466797, 1.7060093879699707
sweep 110, 155.4402618408203, -159.3401641845703, 1.7166240215301514
sweep 111, 148.03106689453125, -165.42282104492188, 1.7243342399597168
sweep 112, 146.6379852294922, -161.79794311523438, 1.7257111072540283
sweep 113, 135.0524139404297, -159.05796813964844, 1.730480670928955
sweep 114, 128.35140991210938, -165.3644561767578, 1.7310518026351929
sweep 115, 118.69964599609375, -161.99171447753906, 1.7305092811584473
sweep 116, 108.22097778320312, -159.45126342773438, 1.7278870344161987
sweep 117, 107.65440368652344, -167.17373657226562, 1.7401988506317139
sweep 118, 107.91332244873047, -173.404541015625, 1.7273249626159668
sweep 119, 107.89506530761719, -183.2567138671875, 1.6920229196548462
sweep 120, 101.11504364013672, -160.39804077148438, 1.7002885341644287
sweep 121, 98.6589126586914, -164.88417053222656, 1.6915481090545654
sweep 122, 97.26164245605469, -155.859375, 1.6686441898345947
sweep 123, 105.68890380859375, -145.4485321044922, 1.6609936952590942
sweep 124, 84.37728881835938, -161.99127197265625, 1.6521940231323242
sweep 125, 78.75064086914062, -158.07708740234375, 1.6416981220245361
sweep 126, 69.5871353149414, -163.30819702148438, 1.622976303100586
sweep 127, 59.37152099609375, -161.77952575683594, 1.5812170505523682
sweep 128, 44.240142822265625, -162.642822265625, 1.4895037412643433
sweep 129, 20.770343780517578, -218.65963745117188, 1.4828542470932007
sweep 130, 20.943899154663086, -231.56802368164062, 1.4234963655471802
sweep 131, 12.716256141662598, -236.7604217529297, 1.292827844619751
sweep 132, 0.006173636764287949, -232.4894561767578, 1.3661057949066162
sweep 133, 0.007678956724703312, -232.49151611328125, 1.3670451641082764
sweep 134, -6.780691146850586, -222.5532684326172, 1.460512638092041
sweep 135, 5.821369647979736, -24.903913497924805, 1.488336443901062
sweep 136, 10.341344833374023, -13.547831535339355, 1.5165461301803589
sweep 137, -17.600122451782227, -10.506280899047852, 1.2584998607635498
sweep 138, -18.69175148010254, -19.297616958618164, 1.212471842765808
sweep 139, -17.96074104309082, -26.71596908569336, 1.410347819328308
sweep 140, -30.735851287841797, -28.38473892211914, 1.4290763139724731
sweep 141, -48.05613708496094, -27.41766357421875, 1.3678784370422363
sweep 142, -15.989741325378418, -37.295196533203125, 1.4831219911575317
sweep 143, 202.83782958984375, -143.16065979003906, 1.6623430252075195
sweep 144, 202.89230346679688, -142.2689971923828, 1.684200406074524
sweep 145, 203.24972534179688, -140.34689331054688, 1.695192575454712
sweep 146, 207.8287811279297, -140.42686462402344, 1.6879053115844727
sweep 147, 206.63026428222656, -143.28695678710938, 1.6772396564483643
sweep 148, 201.02943420410156, -148.7608642578125, 1.6799554824829102
sweep 149, 202.46383666992188, -148.7835235595703, 1.677583932876587
sweep 150, 202.45431518554688, -147.58094787597656, 1.68623948097229
sweep 151, 202.38217163085938, -146.77113342285156, 1.6866533756256104
sweep 152, 202.35755920410156, -145.94119262695312, 1.6892902851104736
sweep 153, 204.99295043945312, -145.91635131835938, 1.687421441078186
sweep 154, 207.9830322265625, -146.7017059326172, 1.6835922002792358
sweep 155, 43.841251373291016, -158.43507385253906, 1.4974292516708374
sweep 156, 43.92058181762695, -154.18032836914062, 1.5077569484710693
sweep 157, 44.0018424987793, -148.56117248535156, 1.5049303770065308
sweep 158, 43.77089309692383, -145.47044372558594, 1.512766718864441
sweep 159, 40.79817199707031, -145.36239624023438, 1.5318398475646973
sweep 160, 40.77704620361328, -144.6102752685547, 1.535271406173706
sweep 161, 40.91771697998047, -142.67254638671875, 1.5402536392211914
sweep 162, 38.2763557434082, -142.43643188476562, 1.5357650518417358
sweep 163, 38.08101272583008, -145.52085876464844, 1.5356473922729492
sweep 164, 47.164981842041016, -145.2962646484375, 1.530070424079895
sweep 165, 47.075347900390625, -143.56454467773438, 1.5396026372909546
sweep 166, 46.79304122924805, -142.43177795410156, 1.5386940240859985
sweep 167, 49.76618576049805, -141.74427795410156, 1.5382754802703857
sweep 168, 49.99928283691406, -145.34678649902344, 1.5414248704910278
sweep 169, 43.60574722290039, -142.36685180664062, 1.5141332149505615
sweep 170, 43.73594284057617, -140.4050750732422, 1.5142459869384766
sweep 171, 43.81551742553711, -139.17587280273438, 1.5115717649459839
sweep 172, 112.89564514160156, -48.47648239135742, 1.6981754302978516
sweep 173, 108.25031280517578, -47.66191864013672, 1.6921095848083496
sweep 174, 107.19364166259766, -47.3239860534668, 1.6898415088653564
sweep 175, 107.13038635253906, -46.34281539916992, 1.6904919147491455
sweep 176, 107.78767395019531, -45.59470748901367, 1.6895407438278198
sweep 177, 108.31509399414062, -49.8403205871582, 1.6905584335327148
sweep 178, 106.97982788085938, -49.970603942871094, 1.6910659074783325
sweep 179, 107.15581512451172, -50.77313232421875, 1.6883504390716553
sweep 180, 108.03376007080078, -51.41294479370117, 1.6943089962005615
sweep 181, 110.87326049804688, -51.52647018432617, 1.6890259981155396
sweep 182, 112.94283294677734, -52.087181091308594, 1.6864317655563354
sweep 183, 109.75276947021484, -45.593055725097656, 1.6906019449234009
